kinase	kinase_group	upregulated_set_hits	upregulated_set_size	downregulated_set_hits	downregulated_set_size	background_set_hits	background_set_size	upregulated_enrichment_value	upregulated_enrichment_value_log2	upregulated_p_value	upregulated_adjusted_p_value	upregulated_p_value_log10_abs	upregulated_adjusted_p_value_log10_abs	downregulated_enrichment_value	downregulated_enrichment_value_log2	downregulated_p_value	downregulated_adjusted_p_value	downregulated_p_value_log10_abs	downregulated_adjusted_p_value_log10_abs	dominant_direction	dominant_enrichment_value	dominant_enrichment_value_log2	dominant_p_value	dominant_adjusted_p_value	dominant_p_value_log10_abs	dominant_adjusted_p_value_log10_abs
KHS2	STE	6	169	1	35	337	11901	1.2537706529945747	0.32627346612355046	0.3486428141763276	0.9999999999943993	0.4576192815439028	2.4323713852674953e-12	1.008986858838491	0.012907384739611925	0.6346424038610036	1.0000000000627258	0.1974709137237824	2.7241479467302745e-11	upregulated set	1.2537706529945747	0.32627346612355046	0.3486428141763276	0.9999999999943993	0.4576192815439028	2.4323713852674953e-12
CK1G1	CK1	5	169	1	35	743	11901	0.4738904329959305	-1.0773745590669814	0.9819019467602385	0.9999999999943993	0.007931878920911494	2.4323713852674953e-12	0.45764276100749857	-1.1277062346171258	0.8952222253837748	1.0000000000627258	0.04806914426152874	2.7241479467302745e-11	upregulated set	0.4738904329959305	-1.0773745590669814	0.9819019467602385	0.9999999999943993	0.007931878920911494	2.4323713852674953e-12
SMG1	PIKK	10	169	6	35	1066	11901	0.660601485395828	-0.5981478812875611	0.9420980113806474	0.9999999999943993	0.02590391293161236	2.4323713852674953e-12	1.9138568748324845	0.9364829438834505	0.08898112665080798	1.0000000000627258	1.050702099654155	2.7241479467302745e-11	downregulated set	0.5225051116152705	-0.9364829438834505	0.08898112665080798	1.0000000000627258	1.050702099654155	2.7241479467302745e-11
CK1E	CK1	7	169	1	35	727	11901	0.6780479070183864	-0.5605408852777378	0.895472871556307	0.9999999999943993	0.04794756661211453	2.4323713852674953e-12	0.46771467871880523	-1.0962993879981242	0.8898417759461748	1.0000000000627258	0.050687209020648445	2.7241479467302745e-11	upregulated set	0.6780479070183864	-0.5605408852777378	0.895472871556307	0.9999999999943993	0.04794756661211453	2.4323713852674953e-12
MNK1	CAMK	3	169	0	35	219	11901	0.9646591553862366	-0.051908812295764675	0.6045407725560722	0.9999999999943993	0.21857440332433797	2.4323713852674953e-12	0.776320939334638	-0.36527489367970306	0.9999999999772705	1.0000000000627258	9.871289895111581e-12	2.7241479467302745e-11	upregulated set	0.9646591553862366	-0.051908812295764675	0.6045407725560722	0.9999999999943993	0.21857440332433797	2.4323713852674953e-12
CK1D	CK1	10	169	2	35	845	11901	0.8333741815762753	-0.262963689697932	0.7665384284635078	0.9999999999943993	0.1154660680094686	2.4323713852674953e-12	0.8048013524936601	-0.31329536524807644	0.721032376770511	1.0000000000627258	0.14204523356479307	2.7241479467302745e-11	upregulated set	0.8333741815762753	-0.262963689697932	0.7665384284635078	0.9999999999943993	0.1154660680094686	2.4323713852674953e-12
CK1G2	CK1	9	169	2	35	785	11901	0.8073644141258057	-0.3087080957524243	0.7892342962125103	0.9999999999943993	0.10279405072317291	2.4323713852674953e-12	0.8663148316651502	-0.2070366778575189	0.6815657231258485	1.0000000000627258	0.16649225895676087	2.7241479467302745e-11	downregulated set	1.1543147634652549	0.2070366778575189	0.6815657231258485	1.0000000000627258	0.16649225895676087	2.7241479467302745e-11
CK1A	CK1	14	169	2	35	883	11901	1.1165137676157801	0.15900104099339077	0.3762858531348731	0.9999999999943993	0.4244821091341689	2.4323713852674953e-12	0.7701666397023136	-0.3767574617269956	0.7439275276727129	1.0000000000627258	0.1284693707241123	2.7241479467302745e-11	upregulated set	1.1165137676157801	0.15900104099339077	0.3762858531348731	0.9999999999943993	0.4244821091341689	2.4323713852674953e-12
CK1G3	CK1	4	169	0	35	704	11901	0.4001143087681549	-1.3215158720530449	0.9909132057791482	0.9999999999943993	0.0039643837608912625	2.4323713852674953e-12	0.24149756493506494	-2.0499194527158267	1.0000000000089997	1.0000000000627258	3.90851565466954e-12	2.7241479467302745e-11	upregulated set	0.4001143087681549	-1.3215158720530449	0.9909132057791482	0.9999999999943993	0.0039643837608912625	2.4323713852674953e-12
MNK2	CAMK	3	169	1	35	268	11901	0.7882849068268126	-0.3432109431523639	0.7355372110386408	0.9999999999943993	0.1333953512981679	2.4323713852674953e-12	1.2687633262260127	0.3434229754636978	0.5502062249932015	1.0000000000627258	0.2594745003423663	2.7241479467302745e-11	downregulated set	0.7881690614234098	-0.3434229754636978	0.5502062249932015	1.0000000000627258	0.2594745003423663	2.7241479467302745e-11
DSTYK	TKL	5	169	3	35	628	11901	0.5606697320318094	-0.8347769074200124	0.9460677490205838	0.9999999999943993	0.02407776214761522	2.4323713852674953e-12	1.6243403093721565	0.6998539177509995	0.2816154710466877	1.0000000000627258	0.550343490134888	2.7241479467302745e-11	downregulated set	0.6156345405148027	-0.6998539177509995	0.2816154710466877	1.0000000000627258	0.550343490134888	2.7241479467302745e-11
ERK1	CMGC	16	169	5	35	920	11901	1.2246977103164394	0.2924256956398772	0.23748805654672003	0.968232150709132	0.624358226486612	0.014020500455984254	1.8479813664596274	0.8859502098644576	0.1306640512484867	1.0000000000627258	0.8838438806052097	2.7241479467302745e-11	downregulated set	0.5411309973951769	-0.8859502098644576	0.1306640512484867	1.0000000000627258	0.8838438806052097	2.7241479467302745e-11
ERK2	CMGC	14	169	5	35	795	11901	1.2401027129619293	0.310459618470139	0.24285690908875918	0.968232150709132	0.6146495366774979	0.014020500455984254	2.1385444743935307	1.0966292106371147	0.08188514372921969	1.0000000000627258	1.0867948843405957	2.7241479467302745e-11	downregulated set	0.46760776405344096	-1.0966292106371147	0.08188514372921969	1.0000000000627258	1.0867948843405957	2.7241479467302745e-11
ERK5	CMGC	16	169	4	35	973	11901	1.1579875575448348	0.211619751803141	0.30979181333669176	0.9999999999943993	0.508930063238136	2.4323713852674953e-12	1.3978564087505507	0.4832161711403589	0.3209894950942244	1.0000000000627258	0.4935091803591888	2.7241479467302745e-11	downregulated set	0.7153810604150911	-0.4832161711403589	0.3209894950942244	1.0000000000627258	0.4935091803591888	2.7241479467302745e-11
PBK	Other	7	169	2	35	1007	11901	0.48951422880076156	-1.030577299364928	0.9903341736669835	0.9999999999943993	0.004218234401579953	2.4323713852674953e-12	0.6753298340190097	-0.5663358020853146	0.8081149275827808	1.0000000000627258	0.09252687082732228	2.7241479467302745e-11	downregulated set	1.480757919502563	0.5663358020853146	0.8081149275827808	1.0000000000627258	0.09252687082732228	2.7241479467302745e-11
ERK7	CMGC	11	169	3	35	489	11901	1.5840926416669692	0.663656710269316	0.09256937880895941	0.565958754523101	1.0335326506138756	0.2472152178147635	2.086064855390009	1.0607840116903928	0.1737308432772735	1.0000000000627258	0.7601230723070294	2.7241479467302745e-11	downregulated set	0.4793714813881186	-1.0607840116903928	0.1737308432772735	1.0000000000627258	0.7601230723070294	2.7241479467302745e-11
ANKRD3	TKL	6	169	1	35	475	11901	0.8895172843350981	-0.1689054559129015	0.6706675997690281	0.9999999999943993	0.1734926740998014	2.4323713852674953e-12	0.7158496240601504	-0.48227153729683986	0.7598391166222637	1.0000000000627258	0.11927835266611475	2.7241479467302745e-11	upregulated set	0.8895172843350981	-0.1689054559129015	0.6706675997690281	0.9999999999943993	0.1734926740998014	2.4323713852674953e-12
MST2	STE	7	169	1	35	709	11901	0.6952620992981198	-0.5243711485976594	0.8807466976270022	0.9999999999943993	0.05514897653736299	2.4323713852674953e-12	0.47958895829135606	-1.0601296513180458	0.8834677812392141	1.0000000000627258	0.05380928394460995	2.7241479467302745e-11	upregulated set	0.6952620992981198	-0.5243711485976594	0.8807466976270022	0.9999999999943993	0.05514897653736299	2.4323713852674953e-12
MST3	STE	2	169	2	35	228	11901	0.6177203363438181	-0.6949742675804893	0.8361677086709709	0.9999999999943993	0.07770660815225951	2.4323713852674953e-12	2.982706766917293	1.5766221517567287	0.14568246825230424	1.0000000000627258	0.8365927090357971	2.7241479467302745e-11	downregulated set	0.3352659440383161	-1.5766221517567287	0.14568246825230424	1.0000000000627258	0.8365927090357971	2.7241479467302745e-11
MST4	STE	11	169	2	35	275	11901	2.8168047337278104	1.4940595568095278	0.002300986932305306	0.04647993603256718	2.6380858477563076	1.3327344783096837	2.472935064935065	1.3062243575094483	0.19468440908801007	1.0000000000627258	0.7106688266934286	2.7241479467302745e-11	upregulated set	2.8168047337278104	1.4940595568095278	0.002300986932305306	0.04647993603256718	2.6380858477563076	1.3327344783096837
RIPK3	TKL	8	169	5	35	757	11901	0.7442020432570173	-0.42623374340147924	0.8476213255916495	0.9999999999943993	0.07179812526201224	2.4323713852674953e-12	2.24589545197207	1.167290770823101	0.06945621207342453	1.0000000000627258	1.1582889054546752	2.7241479467302745e-11	downregulated set	0.44525670111755317	-1.167290770823101	0.06945621207342453	1.0000000000627258	1.1582889054546752	2.7241479467302745e-11
RIPK2	TKL	8	169	4	35	676	11901	0.8333741815762753	-0.262963689697932	0.7487313167456514	0.9999999999943993	0.12567400151148345	2.4323713852674953e-12	2.0120033812341505	1.008632729639286	0.13607202767411852	1.0000000000627258	0.8662311435354325	2.7241479467302745e-11	downregulated set	0.4970170573901353	-1.008632729639286	0.13607202767411852	1.0000000000627258	0.8662311435354325	2.7241479467302745e-11
MST1	STE	8	169	0	35	732	11901	0.7696187797070521	-0.37778409169979005	0.8209640259829958	0.9999999999943993	0.08567587291633601	2.4323713852674953e-12	0.2322599531615925	-2.106187672362572	1.0000000000229576	1.0000000000627258	9.970374542073298e-12	2.7241479467302745e-11	upregulated set	0.7696187797070521	-0.37778409169979005	0.8209640259829958	0.9999999999943993	0.08567587291633601	2.4323713852674953e-12
ALK4	TKL	12	169	0	35	934	11901	0.9047552677926587	-0.14440049240425323	0.6818105964506415	0.9999999999943993	0.16633625340885833	2.4323713852674953e-12	0.1820281431630468	-2.4577665737881915	0.9999999999790994	1.0000000000627258	9.077021577267638e-12	2.7241479467302745e-11	upregulated set	0.9047552677926587	-0.14440049240425323	0.6818105964506415	0.9999999999943993	0.16633625340885833	2.4323713852674953e-12
ALK2	TKL	14	169	0	35	873	11901	1.1293031578519288	0.1754328250124167	0.3603869315789161	0.9999999999943993	0.4432309658785088	2.4323713852674953e-12	0.19474717722140403	-2.3603256777079697	1.0000000000139229	1.0000000000627258	6.046622513486983e-12	2.7241479467302745e-11	upregulated set	1.1293031578519288	0.1754328250124167	0.3603869315789161	0.9999999999943993	0.4432309658785088	2.4323713852674953e-12
GAK	Other	8	169	3	35	1127	11901	0.49987661645568954	-1.0003560535879688	0.9921774211826785	0.9999999999943993	0.0034106603550085024	2.4323713852674953e-12	0.9051337305108378	-0.14379713352959472	0.6567120180824411	1.0000000000627258	0.18262503588367354	2.7241479467302745e-11	downregulated set	1.1048091196818195	0.14379713352959472	0.6567120180824411	1.0000000000627258	0.18262503588367354	2.7241479467302745e-11
KIS	Other	22	169	1	35	985	11901	1.5728351305079147	0.6533674508778112	0.024198032351902495	0.23651625169762758	1.6162199469721834	0.6261390123041511	0.34520667150108775	-1.5344677484222682	0.951305213860566	1.0000000000627258	0.021680122989748335	2.7241479467302745e-11	upregulated set	1.5728351305079147	0.6533674508778112	0.024198032351902495	0.23651625169762758	1.6162199469721834	0.6261390123041511
SIK	CAMK	10	169	2	35	417	11901	1.688731854752884	0.7559402680269511	0.07732369232825587	0.531535343409681	1.1116874159018901	0.2744678526129912	1.6308324768756424	0.7056085924768067	0.3492511237265093	1.0000000000627258	0.45686218785533517	2.7241479467302745e-11	upregulated set	1.688731854752884	0.7559402680269511	0.07732369232825587	0.531535343409681	1.1116874159018901	0.2744678526129912
FAM20C	FAM20	9	169	1	35	794	11901	0.7982129283233721	-0.32515444911639285	0.8000121703093583	0.9999999999943993	0.09690340618556398	2.4323713852674953e-12	0.4282475710687298	-1.2234830312214873	0.9107229550792731	1.0000000000627258	0.040613716747293416	2.7241479467302745e-11	upregulated set	0.7982129283233721	-0.32515444911639285	0.8000121703093583	0.9999999999943993	0.09690340618556398	2.4323713852674953e-12
SGK3	AGC	5	169	0	35	136	11901	2.588974939088061	1.3723810002212753	0.04806617370138348	0.36828474451947907	1.3181604484250202	0.4338162705782358	1.2501050420168067	0.32204932467113095	1.0000000000029303	1.0000000000627258	1.2726229576085084e-12	2.7241479467302745e-11	upregulated set	2.588974939088061	1.3723810002212753	0.04806617370138348	0.36828474451947907	1.3181604484250202	0.4338162705782358
SGK1	AGC	7	169	0	35	117	11901	4.213169473524504	2.0749059490584525	0.0017784942201861758	0.03849169633688652	2.749947541861574	1.414632949037507	1.4531135531135533	0.539147446338066	0.9999999999941006	1.0000000000627258	2.562073429519658e-12	2.7241479467302745e-11	upregulated set	4.213169473524504	2.0749059490584525	0.0017784942201861758	0.03849169633688652	2.749947541861574	1.414632949037507
DLK	TKL	10	169	3	35	425	11901	1.6569439610163592	0.7285248104465507	0.08499637961464925	0.5365396463174733	1.0705995724841277	0.27039818135740995	2.4002016806722692	1.2631556356175626	0.12928707092399228	1.0000000000627258	0.8884449036355861	2.7241479467302745e-11	downregulated set	0.41663165560317056	-1.2631556356175626	0.12928707092399228	1.0000000000627258	0.8884449036355861	2.7241479467302745e-11
PKN3	AGC	5	169	1	35	151	11901	2.3317919981190482	1.2214391021465358	0.06817633823196508	0.4804053600996609	1.1663663285450585	0.3183921556223401	2.251844843897824	1.1711074265963912	0.36187238833821694	1.0000000000627258	0.4414445532549656	2.7241479467302745e-11	upregulated set	2.3317919981190482	1.2214391021465358	0.06817633823196508	0.4804053600996609	1.1663663285450585	0.3183921556223401
MEK5	STE	7	169	0	35	384	11901	1.283700073964497	0.36030816792070036	0.30797313332296755	0.9999999999943993	0.5114871684297855	2.4323713852674953e-12	0.4427455357142857	-1.1754503347996859	0.9999999999988046	1.0000000000627258	5.191456916192724e-13	2.7241479467302745e-11	upregulated set	1.283700073964497	0.36030816792070036	0.30797313332296755	0.9999999999943993	0.5114871684297855	2.4323713852674953e-12
TAO1	STE	2	169	2	35	276	11901	0.5102907126318498	-0.9706087101939165	0.9044603397898867	0.9999999999943993	0.04361047201924212	2.4323713852674953e-12	2.463975155279503	1.3009877091433013	0.19575234289980187	1.0000000000627258	0.7082930313013526	2.7241479467302745e-11	downregulated set	0.40584824804638264	-1.3009877091433013	0.19575234289980187	1.0000000000627258	0.7082930313013526	2.7241479467302745e-11
PRKX	AGC	2	169	0	35	270	11901	0.5216305062458909	-0.9388998504665784	0.8976638541819918	0.9999999999943993	0.046886262000860726	2.4323713852674953e-12	0.6296825396825397	-0.6673034311293605	0.999999999977124	1.0000000000627258	9.934935507905548e-12	2.7241479467302745e-11	downregulated set	1.5881018401814972	0.6673034311293605	0.999999999977124	1.0000000000627258	9.934935507905548e-12	2.7241479467302745e-11
PERK	Other	8	169	1	35	792	11901	0.711314326698942	-0.49144087349535737	0.879583815931048	0.9999999999943993	0.05572277012127761	2.4323713852674953e-12	0.4293290043290043	-1.2198444541581395	0.9101594404024195	1.0000000000627258	0.04088252194091741	2.7241479467302745e-11	upregulated set	0.711314326698942	-0.49144087349535737	0.879583815931048	0.9999999999943993	0.05572277012127761	2.4323713852674953e-12
CAMKK1	Other	10	169	5	35	1135	11901	0.6204415713056851	-0.6886327407066627	0.9652589121510288	0.9999999999943993	0.015356179882472561	2.4323713852674953e-12	1.497923222152297	0.5829636786305552	0.23864518193508077	1.0000000000627258	0.6222473292848745	2.7241479467302745e-11	downregulated set	0.6675909587429628	-0.5829636786305552	0.23864518193508077	1.0000000000627258	0.6222473292848745	2.7241479467302745e-11
CAMKK2	Other	12	169	5	35	1158	11901	0.7297421589968421	-0.454541290683828	0.9041690262540016	0.9999999999943993	0.043750374494130516	2.4323713852674953e-12	1.4681717246484085	0.554020722819596	0.2515743694043293	1.0000000000627258	0.5993336072382054	2.7241479467302745e-11	downregulated set	0.6811192336778422	-0.554020722819596	0.2515743694043293	1.0000000000627258	0.5993336072382054	2.7241479467302745e-11
DNAPK	PIKK	9	169	4	35	766	11901	0.8273904243978557	-0.27335983389839213	0.7651266989429238	0.9999999999943993	0.11626664315265785	2.4323713852674953e-12	1.7756061171204773	0.8283115839965132	0.18676819922711738	1.0000000000627258	0.7286970685550596	2.7241479467302745e-11	downregulated set	0.5631879673976977	-0.8283115839965132	0.18676819922711738	1.0000000000627258	0.7286970685550596	2.7241479467302745e-11
PAK1	STE	6	169	0	35	276	11901	1.5308721378955494	0.6143537905272398	0.2037515989281255	0.9354050678063943	0.6908989744754105	0.029000281514974212	0.6159937888198758	-0.6990122908566988	1.0000000000073357	1.0000000000627258	3.1858486512404093e-12	2.7241479467302745e-11	upregulated set	1.5308721378955494	0.6143537905272398	0.2037515989281255	0.9354050678063943	0.6908989744754105	0.029000281514974212
TAO3	STE	5	169	2	35	299	11901	1.1775939522273455	0.2358421672735097	0.42208927626460374	0.9999999999943993	0.37459568153019124	2.4323713852674953e-12	2.2744386048733873	1.1855104917233652	0.22051499384587586	1.0000000000627258	0.6565618754789572	2.7241479467302745e-11	downregulated set	0.43966893538358126	-1.1855104917233652	0.22051499384587586	1.0000000000627258	0.6565618754789572	2.7241479467302745e-11
TAO2	STE	3	169	2	35	309	11901	0.6836904693514104	-0.5485847805989658	0.8168178750326858	0.9999999999943993	0.08787476682820225	2.4323713852674953e-12	2.2008321775312067	1.1380491380170958	0.23137747220351293	1.0000000000627258	0.6356789278992971	2.7241479467302745e-11	downregulated set	0.4543735820519284	-1.1380491380170958	0.23137747220351293	1.0000000000627258	0.6356789278992971	2.7241479467302745e-11
PAK6	STE	6	169	1	35	504	11901	0.838334742180896	-0.2544016761945079	0.7244221049741599	0.9999999999943993	0.14000830611911833	2.4323713852674953e-12	0.6746598639455782	-0.5677677575784462	0.7802488270892018	1.0000000000627258	0.10776687551629234	2.7241479467302745e-11	upregulated set	0.838334742180896	-0.2544016761945079	0.7244221049741599	0.9999999999943993	0.14000830611911833	2.4323713852674953e-12
PAK3	STE	3	169	1	35	343	11901	0.6159194024186175	-0.6991865188674037	0.8672509499135673	0.9999999999943993	0.061855215796084585	2.4323713852674953e-12	0.9913369429404415	-0.01255260025134197	0.6412094731208742	1.0000000000627258	0.19300007007688963	2.7241479467302745e-11	downregulated set	1.0087387614486178	0.01255260025134197	0.6412094731208742	1.0000000000627258	0.19300007007688963	2.7241479467302745e-11
PAK2	STE	2	169	1	35	329	11901	0.4280858257945001	-1.2240280271509891	0.9486447378195599	0.9999999999943993	0.02289639799532399	2.4323713852674953e-12	1.0335214937038646	0.04756839218622894	0.6257044249046929	1.0000000000627258	0.20363077373448765	2.7241479467302745e-11	downregulated set	0.9675657507772455	-0.04756839218622894	0.6257044249046929	1.0000000000627258	0.20363077373448765	2.7241479467302745e-11
P90RSK	AGC	9	169	0	35	170	11901	3.7281239122868084	1.8984498118888633	0.0009287788547624164	0.02814199929930122	3.032087680612868	1.5506450521105632	1.0000840336134453	0.00012122978376850623	1.000000000010476	1.0000000000627258	4.549696987174577e-12	2.7241479467302745e-11	upregulated set	3.7281239122868084	1.8984498118888633	0.0009287788547624164	0.02814199929930122	3.032087680612868	1.5506450521105632
PAK5	STE	3	169	0	35	347	11901	0.6088194669440513	-0.7159136052728523	0.8723052488267126	0.9999999999943993	0.05933151428374984	2.4323713852674953e-12	0.48995471387402223	-1.0292796866567906	0.9999999999742637	1.0000000000627258	1.1177133933976358e-11	2.7241479467302745e-11	upregulated set	0.6088194669440513	-0.7159136052728523	0.8723052488267126	0.9999999999943993	0.05933151428374984	2.4323713852674953e-12
PAK4	STE	6	169	1	35	457	11901	0.9245529760594565	-0.11317210775266094	0.6342049665148657	0.9999999999943993	0.197770361297333	2.4323713852674953e-12	0.7440450140668959	-0.4265381891365993	0.7462571569609676	1.0000000000627258	0.1271114907520208	2.7241479467302745e-11	upregulated set	0.9245529760594565	-0.11317210775266094	0.6342049665148657	0.9999999999943993	0.197770361297333	2.4323713852674953e-12
HIPK4	CMGC	12	169	2	35	906	11901	0.9327167992476194	-0.10048899274082645	0.6408130850495344	0.9999999999943993	0.19326862877964215	2.4323713852674953e-12	0.7506149479659413	-0.4138550741247648	0.7570224237266967	1.0000000000627258	0.12089125609235153	2.7241479467302745e-11	upregulated set	0.9327167992476194	-0.10048899274082645	0.6408130850495344	0.9999999999943993	0.19326862877964215	2.4323713852674953e-12
ASK1	STE	19	169	2	35	1364	11901	0.980925402141283	-0.027784668996334583	0.5716893814124128	0.9999999999943993	0.24283987431856366	2.4323713852674953e-12	0.4985756179304566	-1.0041157631027022	0.9218195863289492	1.0000000000627258	0.03535406845687186	2.7241479467302745e-11	upregulated set	0.980925402141283	-0.027784668996334583	0.5716893814124128	0.9999999999943993	0.24283987431856366	2.4323713852674953e-12
MOK	CMGC	9	169	2	35	515	11901	1.2306428448325386	0.2994121259559841	0.313031831828563	0.9999999999943993	0.5044114973271063	2.4323713852674953e-12	1.320499306518724	0.4010835438508897	0.451550645828149	1.0000000000627258	0.345293532238268	2.7241479467302745e-11	downregulated set	0.7572893034198807	-0.4010835438508897	0.451550645828149	1.0000000000627258	0.345293532238268	2.7241479467302745e-11
HIPK1	CMGC	12	169	4	35	697	11901	1.2123980202558726	0.27786340143698557	0.29029032390943244	0.9995223652790686	0.5371674400304522	0.00020748367831577996	1.9513834802213568	0.9644973200530471	0.14732542269337148	1.0000000000627258	0.8317223041908283	2.7241479467302745e-11	downregulated set	0.5124569363918998	-0.9644973200530471	0.14732542269337148	1.0000000000627258	0.8317223041908283	2.7241479467302745e-11
GCK	STE	6	169	1	35	544	11901	0.7766924817264184	-0.36458459394493087	0.7881473336811786	0.9999999999943993	0.10339258933319101	2.4323713852674953e-12	0.6250525210084034	-0.6779506753288691	0.80565713110089	1.0000000000627258	0.09384974448756762	2.7241479467302745e-11	upregulated set	0.7766924817264184	-0.36458459394493087	0.7881473336811786	0.9999999999943993	0.10339258933319101	2.4323713852674953e-12
HIPK3	CMGC	15	169	5	35	740	11901	1.427434831280985	0.5134248816764587	0.10795464387418385	0.6290434056514943	0.9667586709253628	0.20131938605785699	2.2974903474903474	1.2000588002925205	0.0642704926924693	1.0000000000627258	1.1919883708099899	2.7241479467302745e-11	downregulated set	0.43525754138307704	-1.2000588002925205	0.0642704926924693	1.0000000000627258	1.1919883708099899	2.7241479467302745e-11
HIPK2	CMGC	9	169	2	35	770	11901	0.8230922923230617	-0.28087388755569864	0.7703554142214717	0.9999999999943993	0.1133088607717889	2.4323713852674953e-12	0.8831910946196662	-0.1792024696607932	0.6710461729736411	1.0000000000627258	0.17324759610855914	2.7241479467302745e-11	downregulated set	1.132257793462734	0.1792024696607932	0.6710461729736411	1.0000000000627258	0.17324759610855914	2.7241479467302745e-11
MOS	Other	14	169	2	35	792	11901	1.2448000717231487	0.315914048562247	0.23866153805562795	0.968232150709132	0.6222175648897622	0.014020500455984254	0.8586580086580086	-0.21984445415813944	0.6863844487519632	1.0000000000627258	0.16343256475392898	2.7241479467302745e-11	upregulated set	1.2448000717231487	0.315914048562247	0.23866153805562795	0.968232150709132	0.6222175648897622	0.014020500455984254
SSTK	CAMK	7	169	4	35	726	11901	0.6789818573035357	-0.5585550693538941	0.8946965127377775	0.9999999999943993	0.048324255404762095	2.4323713852674953e-12	1.8734356552538372	0.9056864279257197	0.1634639789385377	1.0000000000627258	0.7865779339623105	2.7241479467302745e-11	downregulated set	0.5337786740610032	-0.9056864279257197	0.1634639789385377	1.0000000000627258	0.7865779339623105	2.7241479467302745e-11
CAMK4	CAMK	3	169	0	35	242	11901	0.8729766736759744	-0.1959849899691858	0.6707919214933733	0.9999999999943993	0.17341217634617917	2.4323713852674953e-12	0.7025383707201889	-0.5093510713531242	1.0000000000043379	1.0000000000627258	1.8839101386544156e-12	2.7241479467302745e-11	upregulated set	0.8729766736759744	-0.1959849899691858	0.6707919214933733	0.9999999999943993	0.17341217634617917	2.4323713852674953e-12
MEK1	STE	15	169	2	35	898	11901	1.1762826003874487	0.23423470745162397	0.2970816851310689	0.9999999999943993	0.5271241213087193	2.4323713852674953e-12	0.7573019408208718	-0.40105946881967663	0.752531734877613	1.0000000000627258	0.12347518079508636	2.7241479467302745e-11	upregulated set	1.1762826003874487	0.23423470745162397	0.2970816851310689	0.9999999999943993	0.5271241213087193	2.4323713852674953e-12
PKN2	AGC	2	169	0	35	111	11901	1.2688309611386535	0.3434998802341465	0.4715061564906703	0.9999999999943993	0.32651263227454175	2.4323713852674953e-12	1.5316602316602315	0.6150962995713642	0.9999999999491428	1.0000000000627258	2.2087004510871458e-11	2.7241479467302745e-11	downregulated set	0.6528863120746157	-0.6150962995713642	0.9999999999491428	1.0000000000627258	2.2087004510871458e-11	2.7241479467302745e-11
MEK2	STE	14	169	2	35	1262	11901	0.781205750241469	-0.35622552634069227	0.8663593676500471	0.9999999999943993	0.06230192436423886	2.4323713852674953e-12	0.5388725379216663	-0.8919840290610787	0.8980202090533941	1.0000000000627258	0.04671388985650681	2.7241479467302745e-11	upregulated set	0.781205750241469	-0.35622552634069227	0.8663593676500471	0.9999999999943993	0.06230192436423886	2.4323713852674953e-12
PKN1	AGC	5	169	1	35	158	11901	2.2284847576960525	1.1560630932945117	0.07894089258559618	0.531535343409681	1.1026979673399526	0.2744678526129912	2.1520795660036165	1.1057314177443673	0.37502532377617964	1.0000000000627258	0.4259394053258133	2.7241479467302745e-11	upregulated set	2.2284847576960525	1.1560630932945117	0.07894089258559618	0.531535343409681	1.1026979673399526	0.2744678526129912
NEK11	Other	17	169	1	35	523	11901	2.2889904623983166	1.1947114515876505	0.0014948155633704085	0.03624615087164672	2.8254123891133407	1.4407381061677684	0.6501502321770009	-0.621154970325471	0.7926961692085971	1.0000000000627258	0.10089324057736833	2.7241479467302745e-11	upregulated set	2.2889904623983166	1.1947114515876505	0.0014948155633704085	0.03624615087164672	2.8254123891133407	1.4407381061677684
MLK1	TKL	4	169	1	35	577	11901	0.48818106303774883	-1.0345117620612299	0.9654509121023453	0.9999999999943993	0.015269802821963633	2.4323713852674953e-12	0.5893042832384253	-0.7629153427240123	0.8244491231825445	1.0000000000627258	0.0838361395377424	2.7241479467302745e-11	downregulated set	1.6969162255272667	0.7629153427240123	0.8244491231825445	1.0000000000627258	0.0838361395377424	2.7241479467302745e-11
MLK2	TKL	11	169	5	35	916	11901	0.8456564429859693	-0.24185642287539433	0.7586426724618374	0.9999999999943993	0.11996273256193143	2.4323713852674953e-12	1.8560511540860885	0.8922364727118887	0.12892434022477953	1.0000000000627258	0.8896650824341095	2.7241479467302745e-11	downregulated set	0.5387782539282414	-0.8922364727118887	0.12892434022477953	1.0000000000627258	0.8896650824341095	2.7241479467302745e-11
MLK3	TKL	2	169	1	35	573	11901	0.2457944793828805	-2.0244755821726526	0.9976394455583397	0.9999999999943993	0.0010263876673967985	2.4323713852674953e-12	0.5934181002243829	-0.7528791628354347	0.8222689733665445	1.0000000000627258	0.08498609664333046	2.7241479467302745e-11	downregulated set	1.6851525081925889	0.7528791628354347	0.8222689733665445	1.0000000000627258	0.08498609664333046	2.7241479467302745e-11
YANK2	AGC	15	169	3	35	648	11901	1.6300953320184088	0.7049563393081462	0.04523997914579992	0.36828474451947907	1.3444776039425617	0.4338162705782358	1.5742063492063492	0.6546246637580018	0.2978578751881711	1.0000000000627258	0.5259909129210107	2.7241479467302745e-11	upregulated set	1.6300953320184088	0.7049563393081462	0.04523997914579992	0.36828474451947907	1.3444776039425617	0.4338162705782358
